3.71E-09,0.00E+00
7.76E-09,0.00E+00
1.11E-08,0.00E+00
1.47E-08,0.00E+00
1.87E-08,0.00E+00
2.19E-08,0.00E+00
2.59E-08,0.00E+00
2.96E-08,0.00E+00
3.32E-08,0.00E+00
3.68E-08,0.00E+00
4.03E-08,0.00E+00
4.40E-08,0.00E+00
4.79E-08,0.00E+00
5.12E-08,0.00E+00
5.47E-08,0.00E+00
5.85E-08,0.00E+00
6.21E-08,0.00E+00
6.57E-08,0.00E+00
6.96E-08,0.00E+00
7.32E-08,0.00E+00
7.68E-08,0.00E+00
8.05E-08,0.00E+00
8.39E-08,0.00E+00
8.77E-08,0.00E+00
9.16E-08,0.00E+00
9.52E-08,0.00E+00
9.84E-08,0.00E+00
1.02E-07,0.00E+00
1.06E-07,0.00E+00
1.10E-07,0.00E+00
1.13E-07,0.00E+00
1.17E-07,0.00E+00
3.73E-09,0.00E+00
7.68E-09,0.00E+00
1.12E-08,0.00E+00
1.47E-08,0.00E+00
1.86E-08,0.00E+00
2.20E-08,0.00E+00
2.60E-08,0.00E+00
2.96E-08,0.00E+00
3.30E-08,0.00E+00
3.65E-08,0.00E+00
4.03E-08,0.00E+00
4.40E-08,0.00E+00
4.74E-08,0.00E+00
5.13E-08,0.00E+00
5.48E-08,0.00E+00
5.88E-08,0.00E+00
6.24E-08,0.00E+00
6.57E-08,0.00E+00
6.94E-08,0.00E+00
7.33E-08,0.00E+00
7.68E-08,0.00E+00
8.04E-08,0.00E+00
8.42E-08,0.00E+00
8.75E-08,0.00E+00
9.12E-08,0.00E+00
9.52E-08,0.00E+00
9.85E-08,0.00E+00
1.02E-07,0.00E+00
1.06E-07,0.00E+00
1.10E-07,0.00E+00
1.13E-07,0.00E+00
1.17E-07,0.00E+00
4.10E-09,0.00E+00
7.57E-09,0.00E+00
1.11E-08,0.00E+00
1.47E-08,0.00E+00
1.86E-08,0.00E+00
2.20E-08,0.00E+00
2.58E-08,0.00E+00
2.96E-08,0.00E+00
3.28E-08,0.00E+00
3.67E-08,0.00E+00
4.05E-08,0.00E+00
4.42E-08,0.00E+00
4.74E-08,0.00E+00
5.14E-08,0.00E+00
5.49E-08,0.00E+00
5.84E-08,0.00E+00
6.20E-08,0.00E+00
6.58E-08,0.00E+00
6.94E-08,0.00E+00
7.31E-08,0.00E+00
7.70E-08,0.00E+00
8.03E-08,0.00E+00
8.39E-08,0.00E+00
8.78E-08,0.00E+00
9.16E-08,0.00E+00
9.49E-08,0.00E+00
9.88E-08,0.00E+00
1.02E-07,0.00E+00
1.06E-07,0.00E+00
1.10E-07,0.00E+00
1.13E-07,0.00E+00
1.17E-07,0.00E+00
3.65E-09,0.00E+00
7.56E-09,0.00E+00
1.13E-08,0.00E+00
1.48E-08,0.00E+00
1.83E-08,0.00E+00
2.20E-08,0.00E+00
2.59E-08,0.00E+00
2.93E-08,0.00E+00
3.31E-08,0.00E+00
3.67E-08,0.00E+00
4.04E-08,0.00E+00
4.41E-08,0.00E+00
4.78E-08,0.00E+00
5.11E-08,0.00E+00
5.50E-08,0.00E+00
5.86E-08,0.00E+00
6.23E-08,0.00E+00
6.61E-08,0.00E+00
6.97E-08,0.00E+00
7.31E-08,0.00E+00
7.70E-08,0.00E+00
8.05E-08,0.00E+00
8.42E-08,0.00E+00
8.79E-08,0.00E+00
9.15E-08,0.00E+00
9.50E-08,0.00E+00
9.88E-08,0.00E+00
1.02E-07,0.00E+00
1.06E-07,0.00E+00
1.09E-07,0.00E+00
1.13E-07,0.00E+00
1.17E-07,0.00E+00
4.08E-09,0.00E+00
7.58E-09,0.00E+00
1.14E-08,0.00E+00
1.50E-08,0.00E+00
1.87E-08,0.00E+00
2.20E-08,0.00E+00
2.58E-08,0.00E+00
2.96E-08,0.00E+00
3.29E-08,0.00E+00
3.68E-08,0.00E+00
4.01E-08,0.00E+00
4.42E-08,0.00E+00
4.77E-08,0.00E+00
5.12E-08,0.00E+00
5.50E-08,0.00E+00
5.85E-08,0.00E+00
6.23E-08,0.00E+00
6.59E-08,0.00E+00
6.94E-08,0.00E+00
7.30E-08,0.00E+00
7.69E-08,0.00E+00
8.06E-08,0.00E+00
8.40E-08,0.00E+00
8.78E-08,0.00E+00
9.13E-08,0.00E+00
9.48E-08,0.00E+00
9.87E-08,0.00E+00
1.02E-07,0.00E+00
1.06E-07,0.00E+00
1.09E-07,0.00E+00
1.13E-07,0.00E+00
1.17E-07,0.00E+00
3.84E-09,0.00E+00
7.56E-09,0.00E+00
1.11E-08,0.00E+00
1.48E-08,0.00E+00
1.84E-08,0.00E+00
2.23E-08,0.00E+00
2.56E-08,0.00E+00
2.95E-08,0.00E+00
3.29E-08,0.00E+00
3.69E-08,0.00E+00
4.04E-08,0.00E+00
4.42E-08,0.00E+00
4.74E-08,0.00E+00
5.12E-08,0.00E+00
5.50E-08,0.00E+00
5.88E-08,0.00E+00
6.21E-08,0.00E+00
6.60E-08,0.00E+00
6.95E-08,0.00E+00
7.32E-08,0.00E+00
7.68E-08,0.00E+00
8.05E-08,0.00E+00
8.41E-08,0.00E+00
8.79E-08,0.00E+00
9.15E-08,0.00E+00
9.51E-08,0.00E+00
